job_ID;top_words
790;['sicurezz', 'potenzial', 'polit', 'scienz', 'risc']
791;['powerpoint', 'interveng', 'scritte', 'revisione', 'statutory']
828;['supporting', 'security', 'construction', 'company', 'billion']
837;['assisting', 'accounting', 'general', 'statements', 'preparation']
838;['accounting', 'excellent', 'activities', 'internship', 'written']
732;['impregil', 'salin', 'grupp', 'par', '100']
907;['budget', 'reporting', 'consolidated', 'direzionale', 'provenienza']
908;['cost', 'commessa', 'reali', 'geometr', 'buona']
967;['contabil', 'general', 'stud', 'assistt', 'tesoreria']
968;['percors', 'avv', 'spagnolo', 'coraggio', 'gestional']
969;['expediting', 'trasport', 'rapport', 'broker', 'dogane']
1155;['tecnic', 'civile', 'ingegner', 'votazioni', 'edilizi']
1156;['expediting', 'trasport', 'rapport', 'svolgimento', 'efficacemente']
687;['asset', 'societ', 'capac', 'redazion', 'powerpoint']
144;['ni', 'schindler', 'nuov', 'architett', 'reclam']
405;['children', 'kindergarten', 'explor', 'problems', 'learn']
128;['program', 'lead', 'hav', 'development', 'stag']
130;['program', 'lead', 'hav', 'development', 'stag']
190;['frett', 'fin', 'estetica', 'artigianal', 'adorn']
551;['div', 'opzionale', 'core', 'correl', 'stranier']
725;['cad', 'cam', 'spiccat', 'motivati', 'talenti']
693;['minim', 'operations', 'ingegner', 'laureand', 'bl']
1287;['momento', 'b2', 'necessario', 'superior', 'apert']
1291;['great', 'car', 'customer', 'english', 'equipollent']
1346;['protom', 'comportin', 'aerospaziale', 'beneficiar', 'riduzion']
1284;['studiodavola', 'davol', 'giusepp', 'giuseppe', 'davola']
1257;['stelle', 'privacy', 'preprazion', 'cuoc', 'capo']
1258;['prepar', 'privacy', 'creme', 'struttr', 'dolce']
1259;['alberghiero', 'centr', 'privacy', 'tursim', 'spiegazion']
1260;['hotel', '00', 'alberghier', 'relat', 'orar']
1261;['camerier', '00', 'sal', 'orar', 'privacy']
1262;['00', 'ccnl', 'lgs', 'riposo', 'curati']
713;['bw', 'sap', 'napol', 'dovr', 'divers']
714;['services', 'marcon', 'divid', 'spez', 'prescelti']
1151;['svilupp', 'linux', 'softw', 'udp', 'qt']
1112;['sistem', 'compless', 'teor', 'decomposizion', 'radar']
1115;['tool', 'real', 'alter', 'vhdl', 'vivado']
554;['corpor', 'financ', 'ey', 'finance', 'meet']
792;['ingegner', 'advisory', 'inferior', 'ey', 'carrier']
793;['assuranc', 'inferior', 'ey', 'informatici', 'revision']
794;['ingegner', 'advisory', 'inferior', 'ey', 'carrier']
795;['ingegner', 'advisory', 'inferior', 'ey', 'carrier']
829;['ey', 'tax', 'offrir', 'comunicativ', 'potenziare']
903;['digital', 'tecnologie', 'ey', 'invest', 'innovation']
985;['ey', 'parlata', 'laur', 'scritt', 'amb']
1028;['cyber', 'cybersecurity', 'investigation', 'profession', 'ey']
1017;['improvement', 'performanc', 'modell', 'sistem', 'ampi']
1148;['operations', 'supply', 'chain', 'trasversal', 'abbracc']
1149;['stemintothefutur', 'person', 'ey', 'digital', 'trasform']
1172;['ey', 'professionals', 'development', 'help', 'wher']
1228;['corpor', 'financ', 'ey', 'meet', '2018']
1251;['meet', 'assurance', 'neo', 'cap', 'rend']
768;['ambiental', 'sal', 'audit', 'sicurezz', 'luog']
769;['strategy', 'performanc', 'fisico', 'operative', 'candid']
770;['dat', 'business', 'intelligenc', 'analytics', 'ingegner']
941;['trov', 'poss', 'normativi', 'conseguimento', 'mancare']
942;['financ', 'clos', 'integrated', 'candid', 'function']
943;['fiscal', 'fisiche', 'approfond', 'tassazion', 'expatriate']
894;['contabil', 'ifrs', 'bancar', 'definizion', 'focus']
895;['utent', 'finanz', 'vers', 'funzional', 'temat']
850;['funzional', 'utent', 'realizz', 'pp', 'mm']
851;['ristruttur', 'deb', 'industrial', 'finanziar', 'planning']
852;['ambiental', 'sal', 'sicurezz', 'luog', 'audit']
853;['document', 'dat', 'kpmg', 'forensic', 'obiett']
760;['ict', 'nolan', 'norton', 'impres', 'leg']
761;['intermediar', 'normat', 'controll', 'complianc', 'progett']
992;['ambiental', 'sal', 'sicurezz', 'luog', 'audit']
993;['strategy', 'verticalizz', 'transportation', 'candid', 'interess']
994;['learning', 'scienz', 'educ', 'comunicazione', 'economiche']
1044;['hr', 'recruiting', 'attint', 'tesi', 'extracurricular']
1045;['definizion', 'ehealth', 'direzionali', 'organizzativo', 'strateg']
1209;['convers', 'performanc', 'testi', 'fisico', 'operative']
1215;['serviz', 'forensic', 'intellectual', 'property', 'fraud']
1216;['throug', 'digital', 'robotics', 'wher', 'business']
1217;['throug', 'digital', 'robotics', 'wher', 'business']
1218;['throug', 'digital', 'robotics', 'wher', 'business']
1137;['plus', 'regolamentare', 'indott', 'consider', 'informatica']
1138;['report', 'conten', 'propension', 'tecnologia', 'candid']
1309;['dat', 'ingegner', 'informatica', 'curriculare', 'etl']
1277;['strategy', 'performanc', 'verticalizz', 'fisico', 'transportation']
1278;['amministr', 'scit', 'pubblic', 'public', 'definizion']
1279;['soluzion', 'sd', 'distribution', 'logistic', 'sap']
1285;['view', 'utent', 'funzional', 'han', 'script']
1299;['dat', 'ingegner', 'informatica', 'etl', 'microstrategy']
1300;['dat', 'ingegner', 'informatica', 'etl', 'microstrategy']
1302;['memorandum', 'sid', 'creditiz', 'modelling', 'performing']
1252;['ridisegn', 'analis', 'interessata', 'pubblic', 'organizzativi']
1253;['funzional', 'utent', 'realizz', 'lavor', 'tagetik']
1255;['intermediar', 'controll', 'complianc', 'progett', 'audit']
1256;['finanziar', 'kpmg', 'planning', 'trov', 'poss']
1229;['analis', 'metodolog', 'econom', 'ex', 'coinvolg']
1230;['autom', 'rpa', 'process', 'funzional', 'financial']
1231;['autom', 'rpa', 'process', 'funzional', 'financial']
1223;['business', 'sql', 'db', 'analytics', 'intelligenc']
1224;['business', 'sql', 'db', 'analytics', 'intelligenc']
1227;['contabil', 'reporting', 'ademp', 'fiscal', 'bilanc']
1239;['advisory', 'finanziar', 'kpmg', 'restructuring', 'grad']
1241;['ambiental', 'sal', 'audit', 'sicurezz', 'luog']
1374;['kicc', 'bootcamp', 'novembr', 'dev', '2018']
1367;['kicc', 'bootcamp', 'novembr', 'dev', '2018']
1368;['kicc', 'bootcamp', 'novembr', 'dev', '2018']
1369;['kicc', 'bootcamp', 'novembr', 'dev', '2018']
1370;['kicc', 'bootcamp', 'novembr', 'dev', '2018']
854;['accounting', 'ifrs', 'inferior', 'amministrazione', 'controll']
855;['clients', 'financial', 'services', 'financialadvisory', 'debt']
856;['risk', 'sull', 'pien', 'sistem', 'tal']
805;['definizion', 'ambit', 'deloitt', 'tecnolog', 'sintes']
806;['cfo', 'modell', 'definizion', 'deloitt', 'soluzion']
807;['deloitt', 'analytics', 'dat', 'implement', 'statist']
808;['hr', 'manutenzion', 'retributivi', 'consistt', 'compensationand']
873;['deloitt', 'analytics', 'dat', 'implement', 'statist']
874;['sull', 'pien', 'sistem', 'tal', 'bi']
875;['definizion', 'architettur', 'strategy', 'tecnolog', 'dati']
876;['transformation', 'digital', 'mod', 'proatt', 'collabor']
877;['strategy', 'ability', 'monitordeloitt', 'deloitt', 'monitor']
878;['analytics', 'dat', 'clienti', 'deloitt', 'statist']
879;['analytics', 'dat', 'clienti', 'deloitt', 'statist']
1113;['deloitt', 'italy', 'deloitte', 'italia', 'sitowww']
1114;['deloitt', 'italy', 'risolu', 'support', 'italia']
1348;['clienti', 'collabor', 'impatt', 'architettur', 'soluzion']
1357;['cloud', 'clienti', 'collabor', 'azur', 'impatt']
1361;['soluzion', 'erp', '365', 'dynamics', 'microsoft']
1363;['365', 'dynamics', 'microsoft', 'clienti', 'collabor']
1364;['deloitt', 'cyber', 'risk', 'serviz', 'talent']
1365;['deloitt', 'clienti', 'dttl', 'member', 'firm']
1366;['deloitt', 'clienti', 'soluzion', 'dttl', 'member']
1373;['risk', 'deloitt', 'risc', 'serviz', 'advisory']
1339;['clienti', 'transformation', 'impatt', 'ver', 'domand']
1340;['collabor', 'impatt', 'clienti', 'compless', 'ver']
1342;['collabor', 'impatt', 'clienti', 'ver', 'domand']
1343;['deloitt', 'clienti', 'dttl', 'member', 'firm']
1344;['deloitt', 'risk', 'serviz', 'advisory', 'machin']
1345;['deloitt', 'clienti', 'dttl', 'member', 'impatt']
323;['mett', 'vuoi', 'indicato', 'sei', 'dotazion']
389;['unhcr', 'umanitar', 'fac', '03', 'rifug']
390;['unhcr', 'umanitar', 'fac', '03', 'malpensa']
503;['accentur', 'definizion', 'abitu', 'velocemente', 'ecommerc']
504;['contabil', 'camb', 'modell', 'imprenditorialità', 'strategici']
506;['accentur', 'cagliar', 'delivery', 'ingegner', 'cresc']
580;['cyber', 'security', 'gom', 'sicurezz', 'incident']
638;['soluzion', 'end', 'disegn', 'tecnolog', 'innov']
639;['entra', 'trasform', 'financial', 'rivoluzion', 'services']
640;['accentur', 'technology', 'applic', 'soluzion', 'oracle']
641;['analytics', 'digital', 'soluzion', 'end', 'nuov']
642;['cloud', 'networking', 'operations', 'accentur', 'tecnolog']
643;['mondo', 'best', 'inclusion', 'lim', 'disegn']
1116;['strategy', 'technology', 'deal', 'operating', 'accentur']
1117;['acquis', 'best', 'progett', 'potra', 'inclusion']
1118;['accentur', 'scopr', 'best', 'viv', 'gestion']
1025;['progett', 'scenar', 'accentur', 'telecomunicazioni', 'trasform']
1026;['social', 'med', 'strategist', 'digital', 'aument']
974;['gestion', 'viv', 'format', 'e2e', 'home']
929;['disegn', 'soluzion', 'innov', 'ret', 'big']
930;['consulting', 'emozione', 'entertainment', 'ottica', 'livell']
796;['trasform', 'entra', 'rivoluzion', 'integr', 'accentur']
815;['trasform', 'disegn', 'modell', 'accentur', 'contabil']
544;['chimic', 'besan', 'lgs', 'brianza', 'assunzione']
604;['knowledg', 'languag', 'products', 'availabl', 'scienc']
1205;['immed', 'inserite', 'cittadin', 'esperto', 'autorizzate']
1206;['f2f', 'immed', 'campagn', 'selezionate', 'info']
1219;['promozion', 'garantito', 'incentivanti', 'pubblic', 'selezion']
1202;['organ', 'recap', 'stazioni', 'incaric', 'residenziali']
581;['triennal', 'la', 'candidato', 'apl', 'intiway']
582;['triennal', 'la', 'candidato', 'apl', 'intiway']
583;['triennal', 'la', 'candidato', 'apl', 'intiway']
1136;['pwc', 'hr', 'network', 'serviz', 'human']
1059;['tax', 'tls', 'services', 'fiscale', 'assistt']
1060;['branding', 'network', 'employer', 'pwc', 'predisposizion']
1061;['strategy', 'pwc', 'client', 'sfer', 'sistem']
965;['ppp', 'project', 'infrastruttural', 'energ', 'consulenza']
966;['c1', 'riservatezz', 'negozial', 'recuper', 'telefonico']
1004;['anagraf', 'network', 'inser', 'pwc', 'colleg']
1005;['scritt', 'concorsuali', 'conseguita', 'prescelt', 'procedur']
909;['recuper', 'ifs', '17_c', '004', 'c1']
910;['stabil', 'ott', 'informatica', 'settembr', 'positivo']
843;['infrastractur', 'ott', 'transportation', 'sfer', 'internazionale']
844;['tls', 'legal', 'avvoc', 'assoc', 'pwc']
845;['pwc', 'analytics', 'customer', 'sfer', 'network']
846;['performanc', 'pwc', 'sistem', 'sfer', 'inform']
847;['intelligent', 'automation', 'ingegner', 'process', 'algoritm']
848;['crm', 'ottimizz', 'customer', 'marketing', 'pwc']
849;['crm', 'ottimizz', 'customer', 'marketing', 'pwc']
1003;['fotograf', 'estiv', 'minim', 'caric', 'agosto']
461;['body', 'ginnast', 'villagg', 'dispon', 'combact']
462;['insegn', 'villagg', 'leg', 'dispon', 'maestro']
463;['ristor', 'club', 'dispon', 'organizza', 'assenza']
464;['èquip', 'desk', 'serviz', 'soggiorn', 'conflitt']
465;['check', 'alberghier', 'club', 'fattur', 'villagg']
466;['equip', 'villagg', 'vigil', 'club', 'igien']
30;['piatt', 'dispon', 'recl', 'svizzer', 'montagn']
116;['club', 'accompagn', 'soccors', 'costum', 'suggestion']
117;['sport', 'villagg', 'dispon', 'polivalent', 'volley']
118;['sport', 'villagg', 'dispon', 'polivalent', 'volley']
122;['club', 'bambin', 'baby', 'adatt', 'scienz']
124;['body', 'ginnast', 'villagg', 'dispon', 'combact']
579;['club', 'bambin', 'baby', 'adatt', 'scienz']
1275;['ospital', 'alberghiera', 'turist', 'tedesco', 'accoglit']
1276;['bar', 'apprendist', 'mansion', 'sal', 'addett']
1198;['applic', 'tirocin', 'svilupp', 'informativo', 'softw']
246;['piazz', 'genet', 'maggio', 'telethon', 'scend']
523;['intraprendent', 'compens', 'bologn', 'durant', 'costante']
527;['bologn', 'verrann', 'commerciali', 'ricompens', 'adeguat']
518;['ovver', 'bologna', 'pubblico', 'dtd', 'aeroporto']
573;['terminal', 'iat', 'practic', 'best', 'planning']
356;['vol', 'servizio', 'sol', 'requis', 'rott']
1242;['fs', 'targ', 'giugno', 'brillanti', 'dinamiche']
259;['company', 'uniqu', 'benefits', 'sales', 'potential']
260;['company', 'sales', 'uniqu', 'benefits', 'potential']
262;['partners', 'throug', 'operations', 'new', 'setting']
1296;['clientel', 'assistent', 'orar', 'mattin', 'capoline']
1286;['giorn', 'idealmente', 'acquisiti', 'settimana', 'vincol']
1237;['provvigioni', 'bisogni', 'intraprendent', 'automun', 'seriet']
1238;['provvigioni', 'bisogni', 'intraprendent', 'automun', 'seriet']
1109;['finec', 'design', 'serviz', 'user', 'applic']
1110;['consulent', 'deput', 'ret', 'brokerag', 'finec']
1179;['invest', 'banking', 'asset', 'misur', 'clientel']
33;['net', 'agile', 'fintec', 'lik', 'developers']
191;['peopl', 'add', 'pulling', 'assistanc', 'means']
625;['findomestic', 'verific', 'banc', 'ict', 'complianc']
569;['workload', 'cetelem', 'findomestic', 'orar', 'conosct']
570;['finanziar', 'livell', 'matemat', 'second', 'lcr']
55;['equity', 'company', 'investment', 'priv', 'busy']
115;['paribas', 'bnp', 'settlement', 'securities', 'att']
106;['uman', 'nolegg', 'termin', 'risors', 'livell']
140;['design', 'interaction', 'usability', 'bnl', 'prototyping']
243;['branding', 'employer', 'selezion', 'selezione', 'compett']
704;['cred', 'erog', 'assunzion', 'bancar', 'finanz']
995;['camp', 'adegu', 'pian', 'tc', 'plurimandatar']
575;['nuov', 'cors', 'cockpit', 'roe', 'perspicacia']
576;['matern', 'strategie', 'sostitu', 'marketing', 'realizz']
497;['compens', 'mutu', 'assicura', 'quinto', 'prest']
622;['pis', 'general', 'pisa', 'oltre', 'quas']
1195;['personale', 'aziendale', 'faber', 'selezion', 'gradito']
1197;['cost', 'product', 'lifecycle', 'mechanic', 'estimates']
517;['torin', 'domicil', 'centr', 'manifest', 'indett']
514;['torin', 'promozional', 'campagn', 'fiss', 'form']
515;['torino', 'selezion', 'collabor', 'event', 'meritocratico']
549;['social', 'fanpag', 'aggiorn', 'organizzato', 'svegl']
556;['montagg', 'caramell', 'vide', 'sent', 'appassion']
557;['mad', 'sales', 'school', 'assistant', 'compett']
559;['standardizz', 'produtt', 'esterni', 'caten', 'fornitor']
560;['social', 'caramell', 'sent', 'svilupp', 'agenz']
561;['php', 'web', 'caramell', 'party', 'api']
562;['end', 'caramell', 'web', 'sent', 'svilupp']
563;['caramell', 'party', 'hard', 'molt', 'sent']
662;['mondiali', 'etic', 'ong', 'occupin', 'incentivi']
307;['seat', 'assistant', 'recruiting', 'comun', 'guadagnare']
308;['seat', 'portafogl', 'consolid', 'recruiting', 'account']
458;['multimedial', 'variabile', 'italiaonlin', 'prestigio', 'munito']
459;['web', 'commercial', 'adv', 'marketing', 'campagn']
257;['estet', 'mdm', 'continu', 'az', 'business']
258;['estet', 'mdm', 'vuol', 'medical', 'contatt']
317;['individu', 'gioc', 'concept', 'powerpointdell', 'direttr']
318;['lott', 'promozion', 'marketing', 'gioc', 'event']
319;['ristor', 'pulizia', 'svolgono', 'notturni', 'preparazione']
320;['ristor', 'crew', 'direttor', 'manager', 'può']
420;['reward', 'polit', 'ristoranti', 'incentive', 'gerarc']
511;['prodotto', 'qualit', 'ristor', 'organizz', 'servizio']
717;['salum', 'formaggi', 'pul', 'accompagn', 'gioc']
718;['vin', 'vino', 'abbin', 'enotec', 'pan']
1021;['lavastovigl', '1984', 'elettrotecnico', 'elettromeccan', 'pavia']
1013;['kpi', 'dashboard', 'documents', 'definition', 'paced']
1014;['maintenanc', 'documents', 'engineers', 'execution', 'indicators']
1015;['chemical', 'paced', 'sciences', 'analytical', 'fast']
694;['bm', 'marketing', 'philip', 'morris', 'apply']
695;['law', 'legal', 'easiness', 'counsels', 'internship']
696;['developments', 'payments', 'logistic', 'reduced', 'coordination']
697;['philip', 'morris', 'hav', 'sales', 'represent']
698;['department', 'reduced', 'provided', 'internship', 'teams']
699;['philip', 'morris', 'relevant', 'processes', 'services']
700;['car', 'customer', 'program', 'morris', 'philip']
1313;['stor', 'brand', 'retail', 'energia', 'percassi']
1328;['stor', 'brand', 'retail', 'percassi', 'energia']
1330;['stor', 'brand', 'retail', 'percassi', 'energia']
1319;['brand', 'retail', 'percassi', 'energia', 'perc']
1318;['retail', 'percassi', 'energia', 'perc', 'stor']
