User_Id;rated_companies;suggested_companies
5;['Employerland'];"['RAI' 'Microsoft' 'Aeroporti di Roma' 'EVERIS'
 ""Victoria's secret - Percassi ""]"
8;['Employerland'];"['Employerland Demo' 'Unilever' 'Johnson & Johnson' 'Philip Morris Italia'
 'Roche UK']"
10;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
12;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
13;['Bosch' 'Employerland' 'Bricoman Italia' 'RAI' 'Aeroporti di Roma'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
16;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
17;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
19;['Unilever' 'Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
20;"['Johnson & Johnson' 'Employerland Demo' 'Unilever' 'EY' 'Elica'
 'Lottomatica' 'Employerland' 'Bosch' 'RAI' 'Roche' 'Aeroporti di Roma']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
22;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
24;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
25;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
26;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
28;['Employerland'];"[""Victoria's secret - Percassi "" 'Roche UK' 'EVERIS' 'Gi Group'
 'Antica Focacceria San Francesco']"
29;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
32;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
36;['Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
37;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
42;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
47;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
52;['Employerland'];['Bricoman Italia' 'Leroy Merlin' 'Employerland Demo' 'RAI' 'EVERIS']
54;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
58;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
61;['Employerland'];"['Johnson & Johnson' 'Tech Data' 'Datalogic' 'Unilever'
 'Employerland Demo']"
63;['Employerland'];['Luxottica' 'Rinascente' 'MAG HOTELS' 'Gi Group Horeca' 'EVERIS']
66;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
68;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
71;['Johnson & Johnson'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
74;['Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
76;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
77;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
85;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
87;['Employerland' 'Johnson & Johnson' 'Leroy Merlin'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
90;"['RAI' 'Leroy Merlin' 'Unilever' 'Bricoman Italia' 'Employerland' 'Bosch'
 'Employerland Demo']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
105;['Employerland'];['Università Europea di Roma' 'EY' 'Calzedonia' 'Bosch' 'Cellularline']
108;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
113;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
119;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
121;['Employerland'];"['EVERIS' 'Roche UK' 'Dmail-Percassi' 'Luxottica'
 'Antica Focacceria San Francesco']"
122;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
124;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
128;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
129;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
132;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
133;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
134;['Employerland'];"['EVERIS' 'Roche UK' 'Luxottica' 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
136;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
137;['Employerland'];"['Calzedonia' 'Rinascente' 'Luxottica' 'Eurobet Italia'
 'Philip Morris Italia']"
143;['LUXOTTICA BRAZIL LTDA'];"['Employerland' 'Roche UK' 'EVERIS' ""Victoria's secret - Percassi ""
 'Dmail-Percassi']"
145;['Employerland'];['RAI' 'Microsoft' 'Aeroporti di Roma' 'Leroy Merlin' 'Elica']
148;['Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
150;['Leroy Merlin' 'Bosch' 'Employerland' 'Employerland Demo'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
151;['Employerland'];"['Employerland Demo' 'Unilever' 'Johnson & Johnson' 'Philip Morris Italia'
 'Bricoman Italia']"
154;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
155;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
156;['Employerland'];"['Calzedonia' 'Rinascente' 'Luxottica' 'Eurobet Italia'
 'Philip Morris Italia']"
161;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
164;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
166;['Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
169;['Employerland'];['Bosch' 'Johnson & Johnson' 'Bricoman Italia' 'Dmail-Percassi' 'EVERIS']
177;"['Johnson & Johnson' 'Unilever' 'EY' 'Lottomatica' 'LUXOTTICA BRAZIL LTDA'
 'Employerland Demo' 'Whirlpool' 'Tech Data' 'Elica' 'Datalogic'
 'Employerland' 'Bricoman Italia' 'Roche' 'Leroy Merlin']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
179;"['Unilever' 'Bosch' 'Roche' 'Leroy Merlin' 'Johnson & Johnson'
 'Employerland Demo' 'LUXOTTICA BRAZIL LTDA' 'Microsoft' 'EY' 'RAI'
 'Employerland' 'Roche UK' 'Aeroporti di Roma']";"['EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco' 'Gi Group']"
181;['Employerland'];"['Employerland Demo' 'Unilever' 'Johnson & Johnson' 'Bricoman Italia'
 'Leroy Merlin']"
182;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
184;['Employerland'];"['EVERIS' 'Roche UK' 'Luxottica' 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
190;['Employerland'];"['RAI' 'Microsoft' 'Aeroporti di Roma' 'EVERIS'
 ""Victoria's secret - Percassi ""]"
202;['Unilever'];['Leroy Merlin' 'RAI' 'Microsoft' 'Aeroporti di Roma' 'Bricoman Italia']
206;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
213;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
220;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
221;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
222;['Employerland'];"['LUXOTTICA BRAZIL LTDA' 'Roche UK' ""Victoria's secret - Percassi ""
 'EVERIS' 'Antica Focacceria San Francesco']"
223;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
230;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
231;['Elica' 'Bosch' 'Employerland' 'Employerland Demo' 'Leroy Merlin'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
234;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
235;['Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
238;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
240;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
243;['Employerland'];"['Johnson & Johnson' 'Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco']"
244;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
245;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
250;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
259;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
267;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
273;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
275;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
276;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
280;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
285;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
286;['Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
298;['Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
304;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
308;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
311;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
315;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
326;['Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
327;['Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
328;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
331;['Unilever' 'Bosch' 'Employerland' 'Johnson & Johnson'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi ""
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
332;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
334;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
339;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
341;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
342;['Università Europea di Roma' 'EY' 'Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
344;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
345;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
349;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
350;['Roche' 'Chiesi Group'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
351;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
355;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
356;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
358;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
360;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
361;['Employerland'];"['Bricoman Italia' 'Employerland Demo' 'Leroy Merlin' 'Unilever'
 'Microsoft']"
362;['Johnson & Johnson' 'Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
363;['Employerland'];"['Roche UK' 'Antica Focacceria San Francesco' 'Lego-Percassi' 'EVERIS'
 ""Victoria's secret - Percassi ""]"
365;['Employerland'];"['Calzedonia' 'Eurobet Italia' 'Rinascente' 'Luxottica'
 'Philip Morris Italia']"
367;['Employerland'];['Luxottica' 'Rinascente' 'MAG HOTELS' 'Gi Group Horeca' 'EVERIS']
368;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
369;['Johnson & Johnson' 'Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
371;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
372;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
374;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
376;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
381;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
383;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
384;['Employerland'];['Luxottica' 'Rinascente' 'MAG HOTELS' 'Calzedonia' 'Gi Group Horeca']
389;['Employerland'];"['Unilever' 'Employerland Demo' 'Calzedonia' 'Philip Morris Italia'
 'Eurobet Italia']"
390;['Employerland'];"['Employerland Demo' 'Calzedonia' 'Eurobet Italia' 'Rinascente'
 'Luxottica']"
392;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
393;['Employerland'];"['Calzedonia' 'Rinascente' 'Luxottica' 'Eurobet Italia'
 'Philip Morris Italia']"
395;['Employerland'];['Johnson & Johnson' 'Unilever' 'Bosch' 'Microsoft' 'RAI']
396;['Employerland'];['Luxottica' 'Rinascente' 'MAG HOTELS' 'Gi Group Horeca' 'EVERIS']
398;['Employerland'];"['Calzedonia' 'Rinascente' 'Eurobet Italia' 'Luxottica'
 'Philip Morris Italia']"
402;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
403;['Employerland'];['Rinascente' 'Luxottica' 'Calzedonia' 'Eurobet Italia' 'MAG HOTELS']
406;['Employerland'];"['Employerland Demo' 'Unilever' 'Johnson & Johnson' 'Bricoman Italia'
 'Leroy Merlin']"
407;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
411;['Employerland'];['Leroy Merlin' 'Bricoman Italia' 'Employerland Demo' 'RAI' 'Decathlon']
413;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
419;['Employerland'];"['EVERIS' 'Roche UK' 'Luxottica' 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
423;['Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
424;['Employerland'];['Tech Data' 'Whirlpool' 'Employerland Demo' 'EY' 'Datalogic']
433;['RAI' 'Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
435;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
439;['Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
443;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
444;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
447;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
453;['Unilever' 'Bosch' 'Employerland Demo' 'Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
455;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
462;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
463;['Employerland'];"['Calzedonia' 'Rinascente' 'Eurobet Italia' 'Luxottica'
 'Philip Morris Italia']"
466;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
467;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
469;['LUXOTTICA BRAZIL LTDA' 'Johnson & Johnson'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
474;"['Unilever' 'Employerland Demo' 'Università Europea di Roma' 'EY'
 'Employerland']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
481;['Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
488;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
489;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
490;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
494;"['Johnson & Johnson' 'Unilever' 'Leroy Merlin' 'Bricoman Italia'
 'Employerland Demo' 'Bosch']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
497;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
499;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
507;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
521;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
529;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
531;['Bosch' 'Johnson & Johnson' 'Employerland'];"['Roche UK' 'EVERIS' ""Victoria's secret - Percassi "" 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
532;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
533;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
539;"['Bosch' 'Johnson & Johnson' 'Employerland' 'Bricoman Italia'
 'LUXOTTICA BRAZIL LTDA' 'Employerland Demo']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
544;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
547;['Unilever' 'Employerland Demo' 'Johnson & Johnson' 'Roche' 'Employerland'];['Luxottica' 'Rinascente' 'EVERIS' 'MAG HOTELS' 'Dmail-Percassi']
562;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
567;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
568;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
570;['Employerland' 'LUXOTTICA BRAZIL LTDA'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
574;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
595;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
601;"['Bosch' 'Unilever' 'Employerland Demo' 'Johnson & Johnson' 'RAI'
 'Employerland' 'Elica' 'Microsoft' 'Bricoman Italia' 'Leroy Merlin'
 'Lottomatica' 'Università Europea di Roma' 'Wind Tre' 'EY' 'Deloitte']";"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
603;['Employerland'];"['EVERIS' 'Roche UK' 'Luxottica' 'Dmail-Percassi'
 'Antica Focacceria San Francesco']"
605;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
627;['Employerland'];"['LUXOTTICA BRAZIL LTDA' ""Victoria's secret - Percassi "" 'Roche UK'
 'Gi Group' 'EVERIS']"
639;['Employerland'];['Università Europea di Roma' 'EY' 'Tech Data' 'Roche UK' 'FRONERI']
643;['Employerland'];"['Roche UK' ""Victoria's secret - Percassi "" 'EVERIS'
 'Antica Focacceria San Francesco' 'Dmail-Percassi']"
662;['Employerland'];"['LUXOTTICA BRAZIL LTDA' ""Victoria's secret - Percassi "" 'Roche UK'
 'EVERIS' 'Antica Focacceria San Francesco']"
663;['Employerland'];"['LUXOTTICA BRAZIL LTDA' ""Victoria's secret - Percassi "" 'MOOD HOTELS'
 'SMOOTH HOTELS' 'Roche UK']"
