job_ID;similar_ID;similarity_value
908;[ 732  907  908 1155 1156  687];[0.4053092  0.46735935 1.         0.42610142 0.35327879 0.3685175 ]
967;[ 967  894 1227];[1.         0.31282307 0.32453977]
968;[732 968];[0.56982182 1.        ]
969;[ 969 1156];[1.         0.76877483]
1155;[ 732  907  908 1155 1156  687];[0.37981831 0.42532605 0.42610142 1.         0.38233964 0.44032488]
1156;[ 732  907  908  969 1155 1156  687];"[0.3474539  0.45610536 0.35327879 0.76877483 0.38233964 1.
 0.37724525]"
687;[ 791  732  907  908 1155 1156  687];"[0.3783119  0.34404101 0.47848743 0.3685175  0.44032488 0.37724525
 1.        ]"
144;[144];[1.]
405;[405];[1.]
128;[128 130];[1. 1.]
130;[128 130];[1. 1.]
190;[190];[1.]
551;[551 725];[1.         0.59858484]
725;[551 725];[0.59858484 1.        ]
693;[693];[1.]
1287;[1287];[1.]
1291;[1291];[1.]
1346;[1346];[1.]
1284;[1284];[1.]
1257;[1297 1298 1257 1258 1259 1260 1261 1262  544];"[0.53582175 0.49684324 1.         0.60948787 0.52264919 0.55618289
 0.53155508 0.36792112 0.31092337]"
1258;[1297 1298 1257 1258 1259 1260 1261 1262  544];"[0.52699179 0.48313423 0.60948787 1.         0.49296051 0.54498453
 0.49805253 0.37481794 0.31470059]"
1259;[1297 1298 1257 1258 1259 1260 1261 1262];"[0.45149358 0.41835481 0.52264919 0.49296051 1.         0.48431656
 0.44029403 0.32998924]"
1260;[1297 1298 1257 1258 1259 1260 1261 1262];"[0.45643832 0.42666789 0.55618289 0.54498453 0.48431656 1.
 0.52337479 0.37260029]"
1261;[1297 1298 1257 1258 1259 1260 1261 1262  544];"[0.49912049 0.47090353 0.53155508 0.49805253 0.44029403 0.52337479
 1.         0.32653128 0.32297373]"
1262;[1297 1298 1257 1258 1259 1260 1261 1262  544];"[0.3274158  0.3807507  0.36792112 0.37481794 0.32998924 0.37260029
 0.32653128 1.         0.36009977]"
713;[713];[1.]
714;[714];[1.]
1151;[1151 1112];[1.         0.39031688]
1112;[1151 1112 1115];[0.39031688 1.         0.31236273]
1115;[1112 1115];[0.31236273 1.        ]
554;[ 554 1228];[1.         0.89991282]
792;[ 792  793  794  795  829  903 1028 1017];"[1.         0.60327756 0.9545338  0.9545338  0.32257149 0.3055914
 0.33761759 0.30674858]"
793;[ 792  793  794  795  829 1028];[0.60327756 1.         0.58136344 0.58136344 0.31335325 0.3135016 ]
794;[ 792  793  794  795  829 1028];[0.9545338  0.58136344 1.         1.         0.33094321 0.35858929]
795;[ 792  793  794  795  829 1028];[0.9545338  0.58136344 1.         1.         0.33094321 0.35858929]
829;[792 793 794 795 829 985];[0.32257149 0.31335325 0.33094321 0.33094321 1.         0.32809708]
903;[792 903 985];[0.3055914  1.         0.40380008]
985;[829 903 985];[0.32809708 0.40380008 1.        ]
1028;[ 792  793  794  795 1028];[0.33761759 0.3135016  0.35858929 0.35858929 1.        ]
1017;[ 792 1017 1148];[0.30674858 1.         0.34686493]
1148;[1017 1148];[0.34686493 1.        ]
1149;[1149];[1.]
1172;[1172];[1.]
1228;[ 554 1228];[0.89991282 1.        ]
1251;[1251];[1.]
768;"[ 768  769  770  942  894  895  850  852  760  761  992  993 1045 1209
 1215 1137 1138 1309 1277 1278 1285 1299 1300 1252 1253 1255 1230 1231
 1223 1224 1241]";"[1.         0.47126406 0.42180793 0.44804605 0.39519187 0.34205174
 0.40352337 0.87891788 0.32325518 0.56581581 0.93468791 0.4766722
 0.40236515 0.42872461 0.33035883 0.39508954 0.3196993  0.36755078
 0.40875962 0.31764655 0.32367762 0.37036282 0.37036282 0.43154798
 0.41296478 0.60590323 0.34384775 0.34384775 0.3184825  0.3184825
 0.99209751]"
769;"[ 768  769  770  942  894  895  850  851  852  853  760  761  992  993
  994 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252
 1253 1255 1230 1231 1223 1224 1241]";"[0.47126406 1.         0.50208716 0.57692206 0.49357952 0.45941317
 0.49704805 0.3851231  0.3482875  0.34954337 0.42154221 0.45843938
 0.46423555 0.82524567 0.3297394  0.5092832  0.69978974 0.3589243
 0.48789516 0.39517129 0.43289497 0.87326925 0.4374893  0.34192554
 0.38648602 0.44689043 0.44689043 0.53638297 0.5138044  0.50566313
 0.45055909 0.45055909 0.38983398 0.38983398 0.45739185]"
770;"[ 768  769  770  942  894  895  850  851  853  760  761  992  993  994
 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253
 1255 1230 1231 1223 1224 1241]";"[0.42180793 0.50208716 1.         0.48189477 0.40482698 0.38578076
 0.51217561 0.3167064  0.39304405 0.41068504 0.395959   0.40107835
 0.49267561 0.30496336 0.46894162 0.4856034  0.35559645 0.53194792
 0.37388642 0.80755601 0.4384864  0.32369406 0.41525887 0.42949606
 0.82265356 0.82265356 0.47226312 0.53223379 0.42787538 0.38231634
 0.38231634 0.61181904 0.61181904 0.40934976]"
941;[ 941  942 1256 1239];[1.         0.31390392 0.62322391 0.50447457]
942;"[ 768  769  770  941  942  894  895  850  851  852  853  760  761  992
  993  994 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300
 1252 1253 1255 1230 1231 1223 1224 1241]";"[0.44804605 0.57692206 0.48189477 0.31390392 1.         0.56069873
 0.44902441 0.46769359 0.35381309 0.34851439 0.33869803 0.4131202
 0.453135   0.48645834 0.62652667 0.36491427 0.53820642 0.54454592
 0.3277424  0.54045111 0.40066525 0.43043801 0.49588229 0.34482741
 0.32158089 0.42077617 0.43370048 0.43370048 0.55962794 0.51410951
 0.50491376 0.55869381 0.55869381 0.37701525 0.37701525 0.44704369]"
943;[943];[1.]
894;"[ 967  768  769  770  942  894  895  850  851  852  760  761  992  993
  994 1045 1209 1137 1138 1309 1277 1278 1285 1299 1300 1252 1253 1255
 1230 1231 1223 1224 1227 1241]";"[0.31282307 0.39519187 0.49357952 0.40482698 0.56069873 1.
 0.48488979 0.44877905 0.3003667  0.33973769 0.38108378 0.42920696
 0.42275224 0.53170325 0.31594408 0.54242877 0.441566   0.52083774
 0.35848625 0.34826327 0.42572541 0.37784548 0.37452615 0.36513068
 0.36513068 0.4873716  0.45790996 0.47397922 0.39034083 0.39034083
 0.3080718  0.3080718  0.49901176 0.3945119 ]"
895;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253 1255 1230 1231 1223
 1224 1241]";"[0.34205174 0.45941317 0.38578076 0.44902441 0.48488979 1.
 0.67115059 0.30198365 0.36416252 0.3563607  0.47231354 0.43259619
 0.40670964 0.41046439 0.3328675  0.33779983 0.38684431 0.3089631
 0.43212663 0.53976777 0.35013116 0.35013116 0.43997503 0.71879293
 0.4037349  0.40244787 0.40244787 0.31882877 0.31882877 0.34135172]"
850;"[ 768  769  770  942  894  895  850  851  853  760  761  992  993  994
 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253
 1255 1230 1231 1223 1224 1241]";"[0.40352337 0.49704805 0.51217561 0.46769359 0.44877905 0.67115059
 1.         0.32158285 0.32898312 0.36989368 0.37377717 0.37789347
 0.48421933 0.30875987 0.43331038 0.4577145  0.30592522 0.44283617
 0.34422013 0.43263184 0.42028999 0.31066332 0.5697644  0.59168002
 0.44651112 0.44651112 0.46125408 0.89709729 0.41616423 0.41409568
 0.41409568 0.42186164 0.42186164 0.39018257]"
851;[ 769  770  942  894  850  851  761  993 1209 1277 1253 1255 1239];"[0.3851231  0.3167064  0.35381309 0.3003667  0.32158285 1.
 0.30885759 0.33482819 0.3318839  0.34947825 0.31328335 0.31481504
 0.34424534]"
852;[ 768  769  942  894  852  761  992  993 1045 1209 1277 1252 1255 1241];"[0.87891788 0.3482875  0.34851439 0.33973769 1.         0.41908188
 0.93734639 0.38957232 0.30972498 0.31159735 0.34108033 0.34350979
 0.42174188 0.88655696]"
853;"[ 769  770  942  850  853  761  993 1045 1209 1215 1137 1309 1277 1299
 1300 1252 1253 1255]";"[0.34954337 0.39304405 0.33869803 0.32898312 1.         0.30509358
 0.33778612 0.33701993 0.36458791 0.43090205 0.35262675 0.3527282
 0.31702677 0.36216606 0.36216606 0.32863556 0.35190995 0.3255252 ]"
760;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1309 1277 1285 1299 1300 1252 1253 1255 1230 1231 1223 1224 1241]";"[0.32325518 0.42154221 0.41068504 0.4131202  0.38108378 0.30198365
 0.36989368 1.         0.30889661 0.31190928 0.41698868 0.39375315
 0.38429838 0.42870644 0.35702728 0.35405198 0.30850853 0.36816481
 0.36816481 0.38871029 0.39704446 0.34336346 0.33554058 0.33554058
 0.3016121  0.3016121  0.3124821 ]"
761;"[ 768  769  770  942  894  895  850  851  852  853  760  761  992  993
 1045 1209 1215 1137 1309 1277 1278 1285 1299 1300 1302 1252 1253 1255
 1230 1231 1223 1224 1241]";"[0.56581581 0.45843938 0.395959   0.453135   0.42920696 0.36416252
 0.37377717 0.30885759 0.41908188 0.30509358 0.30889661 1.
 0.47240794 0.45643209 0.3872041  0.4380101  0.31571706 0.38190005
 0.49348613 0.55004828 0.41350011 0.43263244 0.49534378 0.49534378
 0.32141357 0.41749931 0.40012373 0.93320826 0.36963573 0.36963573
 0.30042255 0.30042255 0.56654203]"
992;"[ 768  769  770  942  894  895  850  852  760  761  992  993 1045 1209
 1215 1137 1138 1309 1277 1278 1285 1299 1300 1252 1253 1255 1230 1231
 1223 1224 1241]";"[0.93468791 0.46423555 0.40107835 0.48645834 0.42275224 0.3563607
 0.37789347 0.93734639 0.31190928 0.47240794 1.         0.51794858
 0.43017223 0.43235134 0.30069706 0.42492432 0.34035858 0.35432493
 0.41265337 0.30590047 0.35109526 0.35774218 0.35774218 0.46526127
 0.40277422 0.5107715  0.37068491 0.37068491 0.31075687 0.31075687
 0.94246652]"
993;"[ 768  769  770  942  894  895  850  851  852  853  760  761  992  993
  994 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252
 1253 1255 1229 1230 1231 1223 1224 1241]";"[0.4766722  0.82524567 0.49267561 0.62652667 0.53170325 0.47231354
 0.48421933 0.33482819 0.38957232 0.33778612 0.41698868 0.45643209
 0.51794858 1.         0.35211882 0.57670417 0.55202422 0.34125588
 0.5358955  0.41453196 0.43771276 0.80685571 0.36576608 0.31750209
 0.42771475 0.44065504 0.44065504 0.60962623 0.52062056 0.50685587
 0.30390201 0.48033753 0.48033753 0.38139609 0.38139609 0.47598247]"
994;[ 769  770  942  894  850  993  994 1045 1209 1137 1252 1253];"[0.3297394  0.30496336 0.36491427 0.31594408 0.30875987 0.35211882
 1.         0.35744486 0.35248266 0.33602815 0.36248056 0.33217946]"
1044;[1044];[1.]
1045;"[ 768  769  770  942  894  895  850  852  853  760  761  992  993  994
 1045 1209 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253 1255
 1230 1231 1223 1224 1241]";"[0.40236515 0.5092832  0.46894162 0.53820642 0.54242877 0.43259619
 0.43331038 0.30972498 0.33701993 0.39375315 0.3872041  0.43017223
 0.57670417 0.35744486 1.         0.6020478  0.49498105 0.39287296
 0.42960232 0.45938127 0.48486909 0.34264156 0.42686906 0.4239262
 0.4239262  0.7068218  0.46606515 0.42947253 0.42998557 0.42998557
 0.36746777 0.36746777 0.4015967 ]"
1209;"[ 768  769  770  942  894  895  850  851  852  853  760  761  992  993
  994 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252
 1253 1255 1230 1231 1223 1224 1241]";"[0.42872461 0.69978974 0.4856034  0.54454592 0.441566   0.40670964
 0.4577145  0.3318839  0.31159735 0.36458791 0.38429838 0.4380101
 0.43235134 0.55202422 0.35248266 0.6020478  1.         0.34195426
 0.49194091 0.40881618 0.43271109 0.64093122 0.53819161 0.33295563
 0.40522524 0.45846384 0.45846384 0.67304135 0.49025149 0.50407897
 0.4405705  0.4405705  0.3806386  0.3806386  0.42809615]"
1215;"[ 768  769  770  942  850  853  761  992  993 1209 1215 1309 1277 1299
 1300 1252 1253 1255 1241]";"[0.33035883 0.3589243  0.35559645 0.3277424  0.30592522 0.43090205
 0.31571706 0.30069706 0.34125588 0.34195426 1.         0.31458683
 0.31619747 0.31544628 0.31544628 0.31462268 0.32454913 0.34333469
 0.33049724]"
1216;[1216 1217 1218];[1. 1. 1.]
1217;[1216 1217 1218];[1. 1. 1.]
1218;[1216 1217 1218];[1. 1. 1.]
1137;"[ 768  769  770  942  894  895  850  853  760  761  992  993  994 1045
 1209 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253 1255 1230
 1231 1223 1224 1241]";"[0.39508954 0.48789516 0.53194792 0.54045111 0.52083774 0.41046439
 0.44283617 0.35262675 0.42870644 0.38190005 0.42492432 0.5358955
 0.33602815 0.49498105 0.49194091 1.         0.42965358 0.44731157
 0.42070851 0.34271462 0.33954193 0.42537721 0.46849858 0.46849858
 0.51312326 0.48605791 0.42928908 0.41602501 0.41602501 0.40877778
 0.40877778 0.39396207]"
1138;"[ 768  769  770  942  894  895  850  992  993 1045 1209 1137 1138 1309
 1277 1278 1299 1300 1252 1253 1255 1230 1231 1223 1224 1241]";"[0.3196993  0.39517129 0.37388642 0.40066525 0.35848625 0.3328675
 0.34422013 0.34035858 0.41453196 0.39287296 0.40881618 0.42965358
 1.         0.33628971 0.3254987  0.30806773 0.31360298 0.31360298
 0.39444585 0.37157014 0.32561932 0.34007493 0.34007493 0.30765375
 0.30765375 0.31802817]"
1309;"[ 768  769  770  942  894  895  850  853  760  761  992  993 1045 1209
 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1302 1252 1253 1255
 1230 1231 1223 1224 1241]";"[0.36755078 0.43289497 0.80755601 0.43043801 0.34826327 0.33779983
 0.43263184 0.3527282  0.35702728 0.49348613 0.35432493 0.43771276
 0.42960232 0.43271109 0.31458683 0.44731157 0.33628971 1.
 0.53160193 0.40895559 0.3776784  0.50908846 0.89327667 0.89327667
 0.30472466 0.43121486 0.47275633 0.39997969 0.34591506 0.34591506
 0.51761756 0.51761756 0.36685753]"
1277;"[ 768  769  770  942  894  895  850  851  852  853  760  761  992  993
 1045 1209 1215 1137 1138 1309 1277 1278 1285 1299 1300 1302 1252 1253
 1255 1230 1231 1223 1224 1241]";"[0.40875962 0.87326925 0.4384864  0.49588229 0.42572541 0.38684431
 0.42028999 0.34947825 0.34108033 0.31702677 0.35405198 0.55004828
 0.41265337 0.80685571 0.45938127 0.64093122 0.31619747 0.42070851
 0.3254987  0.53160193 1.         0.53964943 0.48257021 0.53296524
 0.53296524 0.31515433 0.49006347 0.45107377 0.4627994  0.39512131
 0.39512131 0.34310295 0.34310295 0.40819662]"
1278;"[ 768  769  770  942  894  895  850  761  992  993 1045 1209 1137 1138
 1309 1277 1278 1285 1299 1300 1252 1253 1255 1241]";"[0.31764655 0.4374893  0.32369406 0.34482741 0.37784548 0.3089631
 0.31066332 0.41350011 0.30590047 0.36576608 0.48486909 0.53819161
 0.34271462 0.30806773 0.40895559 0.53964943 1.         0.39429159
 0.40700376 0.40700376 0.469597   0.32773245 0.33797941 0.31694359]"
1279;"[ 769  770  942  895  850  993 1045 1209 1137 1309 1279 1285 1299 1300
 1252 1253 1255 1230 1231 1223 1224]";"[0.34192554 0.41525887 0.32158089 0.43212663 0.5697644  0.31750209
 0.34264156 0.33295563 0.33954193 0.3776784  1.         0.38850456
 0.37744442 0.37744442 0.33990414 0.56074591 0.30870909 0.31240254
 0.31240254 0.33198175 0.33198175]"
1285;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1309 1277 1278 1279 1285 1299 1300 1252 1253 1255 1230 1231 1223 1224
 1241]";"[0.32367762 0.38648602 0.42949606 0.42077617 0.37452615 0.53976777
 0.59168002 0.30850853 0.43263244 0.35109526 0.42771475 0.42686906
 0.40522524 0.42537721 0.50908846 0.48257021 0.39429159 0.38850456
 1.         0.54416675 0.54416675 0.42525901 0.65051387 0.36198677
 0.38363474 0.38363474 0.32522298 0.32522298 0.32264822]"
1299;"[ 768  769  770  942  894  895  850  853  760  761  992  993 1045 1209
 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1302 1252 1253 1255
 1230 1231 1223 1224 1241]";"[0.37036282 0.44689043 0.82265356 0.43370048 0.36513068 0.35013116
 0.44651112 0.36216606 0.36816481 0.49534378 0.35774218 0.44065504
 0.4239262  0.45846384 0.31544628 0.46849858 0.31360298 0.89327667
 0.53296524 0.40700376 0.37744442 0.54416675 1.         1.
 0.30144072 0.42542478 0.48611738 0.42236165 0.36735573 0.36735573
 0.57104161 0.57104161 0.36970519]"
1300;"[ 768  769  770  942  894  895  850  853  760  761  992  993 1045 1209
 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1302 1252 1253 1255
 1230 1231 1223 1224 1241]";"[0.37036282 0.44689043 0.82265356 0.43370048 0.36513068 0.35013116
 0.44651112 0.36216606 0.36816481 0.49534378 0.35774218 0.44065504
 0.4239262  0.45846384 0.31544628 0.46849858 0.31360298 0.89327667
 0.53296524 0.40700376 0.37744442 0.54416675 1.         1.
 0.30144072 0.42542478 0.48611738 0.42236165 0.36735573 0.36735573
 0.57104161 0.57104161 0.36970519]"
1302;[ 761 1309 1277 1299 1300 1302];[0.32141357 0.30472466 0.31515433 0.30144072 0.30144072 1.        ]
1252;"[ 768  769  770  942  894  895  850  852  853  760  761  992  993  994
 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253
 1255 1229 1230 1231 1223 1224 1241]";"[0.43154798 0.53638297 0.47226312 0.55962794 0.4873716  0.43997503
 0.46125408 0.34350979 0.32863556 0.38871029 0.41749931 0.46526127
 0.60962623 0.36248056 0.7068218  0.67304135 0.31462268 0.51312326
 0.39444585 0.43121486 0.49006347 0.469597   0.33990414 0.42525901
 0.42542478 0.42542478 1.         0.49310285 0.46198676 0.31611658
 0.44482384 0.44482384 0.36940382 0.36940382 0.4308259 ]"
1253;"[ 768  769  770  942  894  895  850  851  853  760  761  992  993  994
 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253
 1255 1230 1231 1223 1224 1241]";"[0.41296478 0.5138044  0.53223379 0.51410951 0.45790996 0.71879293
 0.89709729 0.31328335 0.35190995 0.39704446 0.40012373 0.40277422
 0.52062056 0.33217946 0.46606515 0.49025149 0.32454913 0.48605791
 0.37157014 0.47275633 0.45107377 0.32773245 0.56074591 0.65051387
 0.48611738 0.48611738 0.49310285 1.         0.44310825 0.44059265
 0.44059265 0.45340961 0.45340961 0.41245641]"
1255;"[ 768  769  770  942  894  895  850  851  852  853  760  761  992  993
 1045 1209 1215 1137 1138 1309 1277 1278 1279 1285 1299 1300 1252 1253
 1255 1230 1231 1223 1224 1241]";"[0.60590323 0.50566313 0.42787538 0.50491376 0.47397922 0.4037349
 0.41616423 0.31481504 0.42174188 0.3255252  0.34336346 0.93320826
 0.5107715  0.50685587 0.42947253 0.50407897 0.34333469 0.42928908
 0.32561932 0.39997969 0.4627994  0.33797941 0.30870909 0.36198677
 0.42236165 0.42236165 0.46198676 0.44310825 1.         0.42647984
 0.42647984 0.3308655  0.3308655  0.60676355]"
1256;[ 941 1256 1239];[0.62322391 1.         0.80090883]
1229;[ 993 1252 1229];[0.30390201 0.31611658 1.        ]
1230;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1138 1309 1277 1279 1285 1299 1300 1252 1253 1255 1230 1231 1223 1224
 1241]";"[0.34384775 0.45055909 0.38231634 0.55869381 0.39034083 0.40244787
 0.41409568 0.33554058 0.36963573 0.37068491 0.48033753 0.42998557
 0.4405705  0.41602501 0.34007493 0.34591506 0.39512131 0.31240254
 0.38363474 0.36735573 0.36735573 0.44482384 0.44059265 0.42647984
 1.         1.         0.31931948 0.31931948 0.34326117]"
1231;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1138 1309 1277 1279 1285 1299 1300 1252 1253 1255 1230 1231 1223 1224
 1241]";"[0.34384775 0.45055909 0.38231634 0.55869381 0.39034083 0.40244787
 0.41409568 0.33554058 0.36963573 0.37068491 0.48033753 0.42998557
 0.4405705  0.41602501 0.34007493 0.34591506 0.39512131 0.31240254
 0.38363474 0.36735573 0.36735573 0.44482384 0.44059265 0.42647984
 1.         1.         0.31931948 0.31931948 0.34326117]"
1223;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1138 1309 1277 1279 1285 1299 1300 1252 1253 1255 1230 1231 1223 1224
 1241]";"[0.3184825  0.38983398 0.61181904 0.37701525 0.3080718  0.31882877
 0.42186164 0.3016121  0.30042255 0.31075687 0.38139609 0.36746777
 0.3806386  0.40877778 0.30765375 0.51761756 0.34310295 0.33198175
 0.32522298 0.57104161 0.57104161 0.36940382 0.45340961 0.3308655
 0.31931948 0.31931948 1.         1.         0.31809817]"
1224;"[ 768  769  770  942  894  895  850  760  761  992  993 1045 1209 1137
 1138 1309 1277 1279 1285 1299 1300 1252 1253 1255 1230 1231 1223 1224
 1241]";"[0.3184825  0.38983398 0.61181904 0.37701525 0.3080718  0.31882877
 0.42186164 0.3016121  0.30042255 0.31075687 0.38139609 0.36746777
 0.3806386  0.40877778 0.30765375 0.51761756 0.34310295 0.33198175
 0.32522298 0.57104161 0.57104161 0.36940382 0.45340961 0.3308655
 0.31931948 0.31931948 1.         1.         0.31809817]"
1227;[ 967  894 1227];[0.32453977 0.49901176 1.        ]
1239;[ 941  851 1256 1239];[0.50447457 0.34424534 0.80090883 1.        ]
1241;"[ 768  769  770  942  894  895  850  852  760  761  992  993 1045 1209
 1215 1137 1138 1309 1277 1278 1285 1299 1300 1252 1253 1255 1230 1231
 1223 1224 1241]";"[0.99209751 0.45739185 0.40934976 0.44704369 0.3945119  0.34135172
 0.39018257 0.88655696 0.3124821  0.56654203 0.94246652 0.47598247
 0.4015967  0.42809615 0.33049724 0.39396207 0.31802817 0.36685753
 0.40819662 0.31694359 0.32264822 0.36970519 0.36970519 0.4308259
 0.41245641 0.60676355 0.34326117 0.34326117 0.31809817 0.31809817
 1.        ]"
1374;[1374 1367 1368 1369 1370];[1.         1.         0.99339315 0.99339315 0.99339315]
1367;[1374 1367 1368 1369 1370];[1.         1.         0.99339315 0.99339315 0.99339315]
1368;[1374 1367 1368 1369 1370];[0.99339315 0.99339315 1.         1.         1.        ]
1369;[1374 1367 1368 1369 1370];[0.99339315 0.99339315 1.         1.         1.        ]
1370;[1374 1367 1368 1369 1370];[0.99339315 0.99339315 1.         1.         1.        ]
854;[854];[1.]
855;[855];[1.]
856;"[ 856  874  876  878  879 1348 1357 1361 1363 1364 1365 1366 1373 1339
 1340 1342 1343 1344 1345]";"[1.         0.98863812 0.46506134 0.45267336 0.45267336 0.3387224
 0.34366728 0.307762   0.32381099 0.32114485 0.3336808  0.32399346
 0.50989357 0.39035968 0.34649222 0.33201017 0.32525885 0.48875286
 0.30977234]"
805;[805 806 807 873 875];[1.         0.40199876 0.49578911 0.49340936 0.65568612]
806;[805 806 807 873 875];[0.40199876 1.         0.40052181 0.39859933 0.41638765]
807;[805 806 807 873 875 878 879];"[0.49578911 0.40052181 1.         0.99520006 0.47267029 0.67085437
 0.67085437]"
808;[759 808];[0.32041356 1.        ]
873;[805 806 807 873 875 878 879];"[0.49340936 0.39859933 0.99520006 1.         0.4704015  0.66763431
 0.66763431]"
874;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1373 1339 1340
 1342 1343 1344]";"[0.98863812 1.         0.46828021 0.44719672 0.44719672 0.34204006
 0.34215638 0.31264285 0.32178033 0.31465227 0.30507712 0.46261144
 0.39680706 0.35342836 0.3368574  0.30801547 0.44356916]"
875;[ 805  806  807  873  875 1345];[0.65568612 0.41638765 0.47267029 0.4704015  1.         0.30657385]
876;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1344 1345]";"[0.46506134 0.46828021 1.         0.48403898 0.48403898 0.3940943
 0.39147613 0.393393   0.39039262 0.36056315 0.36385203 0.59160938
 0.46064065 0.44916858 0.39033455 0.30884013 0.35136711]"
877;[877];[1.]
878;"[ 856  807  873  874  876  878  879 1348 1357 1361 1363 1365 1366 1339
 1340 1342 1343 1344 1345]";"[0.45267336 0.67085437 0.66763431 0.44719672 0.48403898 1.
 1.         0.37090226 0.36552551 0.36056866 0.37836962 0.38006734
 0.34979984 0.45263335 0.39538727 0.38517267 0.35337177 0.36290397
 0.36019927]"
879;"[ 856  807  873  874  876  878  879 1348 1357 1361 1363 1365 1366 1339
 1340 1342 1343 1344 1345]";"[0.45267336 0.67085437 0.66763431 0.44719672 0.48403898 1.
 1.         0.37090226 0.36552551 0.36056866 0.37836962 0.38006734
 0.34979984 0.45263335 0.39538727 0.38517267 0.35337177 0.36290397
 0.36019927]"
1113;[1113 1114 1364 1365 1366 1373 1343 1344 1345];"[1.         0.6413119  0.41039791 0.4079578  0.40782637 0.38024336
 0.42275386 0.41806092 0.40392789]"
1114;[1113 1114 1364 1365 1366 1373 1343 1344 1345];"[0.6413119  1.         0.36537616 0.38595054 0.37476688 0.34453768
 0.39220184 0.38993077 0.38794002]"
1348;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1345]";"[0.3387224  0.34204006 0.3940943  0.37090226 0.37090226 1.
 0.71723485 0.67584897 0.68063442 0.54238792 0.55109378 0.69393666
 0.68974159 0.66021001 0.52129411 0.51460398]"
1357;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1345]";"[0.34366728 0.34215638 0.39147613 0.36552551 0.36552551 0.71723485
 1.         0.64867515 0.69608311 0.51482364 0.5207109  0.64703897
 0.63478089 0.61558709 0.49543067 0.50108777]"
1361;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1345]";"[0.307762   0.31264285 0.393393   0.36056866 0.36056866 0.67584897
 0.64867515 1.         0.86536983 0.49980989 0.61481254 0.64380969
 0.61253213 0.58027953 0.450692   0.48658876]"
1363;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1344 1345]";"[0.32381099 0.32178033 0.39039262 0.37836962 0.37836962 0.68063442
 0.69608311 0.86536983 1.         0.53705517 0.58472447 0.6321991
 0.62335908 0.59411819 0.50194825 0.3050185  0.52298332]"
1364;[ 856 1113 1114 1364 1365 1366 1373 1343 1344 1345];"[0.32114485 0.41039791 0.36537616 1.         0.66204498 0.65625289
 0.75548019 0.6796555  0.79511034 0.67742444]"
1365;"[ 856  874  876  878  879 1113 1114 1348 1357 1361 1363 1364 1365 1366
 1373 1339 1340 1342 1343 1344 1345]";"[0.3336808  0.31465227 0.36056315 0.38006734 0.38006734 0.4079578
 0.38595054 0.54238792 0.51482364 0.49980989 0.53705517 0.66204498
 1.         0.87130859 0.63133466 0.53091081 0.51860536 0.49830775
 0.87001771 0.69444412 0.87691677]"
1366;"[ 856  874  876  878  879 1113 1114 1348 1357 1361 1363 1364 1365 1366
 1373 1339 1340 1342 1343 1344 1345]";"[0.32399346 0.30507712 0.36385203 0.34979984 0.34979984 0.40782637
 0.37476688 0.55109378 0.5207109  0.61481254 0.58472447 0.65625289
 0.87130859 1.         0.61467923 0.53181732 0.50437092 0.48641225
 0.85637237 0.69007438 0.87800262]"
1373;[ 856  874 1113 1114 1364 1365 1366 1373 1343 1344 1345];"[0.50989357 0.46261144 0.38024336 0.34453768 0.75548019 0.63133466
 0.61467923 1.         0.63247556 0.82027321 0.61949983]"
