job_ID;similar_ID;similarity_value
1339;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1344 1345]";"[0.39035968 0.39680706 0.59160938 0.45263335 0.45263335 0.69393666
 0.64703897 0.64380969 0.6321991  0.53091081 0.53181732 1.
 0.78692853 0.74035072 0.5827771  0.30226444 0.5198684 ]"
1340;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1345]";"[0.34649222 0.35342836 0.46064065 0.39538727 0.39538727 0.68974159
 0.63478089 0.61253213 0.62335908 0.51860536 0.50437092 0.78692853
 1.         0.89244165 0.6711983  0.49938328]"
1342;"[ 856  874  876  878  879 1348 1357 1361 1363 1365 1366 1339 1340 1342
 1343 1345]";"[0.33201017 0.3368574  0.44916858 0.38517267 0.38517267 0.66021001
 0.61558709 0.58027953 0.59411819 0.49830775 0.48641225 0.74035072
 0.89244165 1.         0.63955188 0.48410909]"
1343;"[ 856  874  876  878  879 1113 1114 1348 1357 1361 1363 1364 1365 1366
 1373 1339 1340 1342 1343 1344 1345]";"[0.32525885 0.30801547 0.39033455 0.35337177 0.35337177 0.42275386
 0.39220184 0.52129411 0.49543067 0.450692   0.50194825 0.6796555
 0.87001771 0.85637237 0.63247556 0.5827771  0.6711983  0.63955188
 1.         0.70700462 0.87718925]"
1344;"[ 856  874  876  878  879 1113 1114 1363 1364 1365 1366 1373 1339 1343
 1344 1345]";"[0.48875286 0.44356916 0.30884013 0.36290397 0.36290397 0.41806092
 0.38993077 0.3050185  0.79511034 0.69444412 0.69007438 0.82027321
 0.30226444 0.70700462 1.         0.70439068]"
1345;"[ 856  875  876  878  879 1113 1114 1348 1357 1361 1363 1364 1365 1366
 1373 1339 1340 1342 1343 1344 1345]";"[0.30977234 0.30657385 0.35136711 0.36019927 0.36019927 0.40392789
 0.38794002 0.51460398 0.50108777 0.48658876 0.52298332 0.67742444
 0.87691677 0.87800262 0.61949983 0.5198684  0.49938328 0.48410909
 0.87718925 0.70439068 1.        ]"
323;[323];[1.]
389;[537 389 390];[0.3544138  1.         0.98314512]
390;[537 389 390];[0.35405264 0.98314512 1.        ]
503;[503];[1.]
504;[504 639 815];[1.         0.38112694 0.45259983]
506;[506 640];[1.         0.33292585]
580;[580];[1.]
638;[638 639 640 641 642 643 929 796];"[1.         0.3341158  0.41236708 0.32775651 0.43011722 0.31163208
 0.67492636 0.32845884]"
639;[504 638 639 640 643 796 815];"[0.38112694 0.3341158  1.         0.30201086 0.34200023 0.71060119
 0.36031639]"
640;[506 638 639 640 929];[0.33292585 0.41236708 0.30201086 1.         0.30230452]
641;[638 641 929];[0.32775651 1.         0.33192629]
642;[ 638  642  643 1117 1118  929];[0.43011722 1.         0.60286118 0.5380057  0.52772228 0.30933943]
643;[ 638  639  642  643 1117 1118  815];"[0.31163208 0.34200023 0.60286118 1.         0.65859034 0.59345869
 0.32952637]"
1116;[1116];[1.]
1117;[ 642  643 1117 1118  815];[0.5380057  0.65859034 1.         0.66477581 0.31584732]
1118;[ 642  643 1117 1118  974];[0.52772228 0.59345869 0.66477581 1.         0.59195875]
1025;[1025];[1.]
1026;[ 809  931 1026];[0.32288566 0.3177106  1.        ]
974;[1118  974];[0.59195875 1.        ]
929;[638 640 641 642 929 930];[0.67492636 0.30230452 0.33192629 0.30933943 1.         0.31064178]
930;[929 930];[0.31064178 1.        ]
796;[638 639 796 815];[0.32845884 0.71060119 1.         0.34400423]
815;[ 504  639  643 1117  796  815];[0.45259983 0.36031639 0.32952637 0.31584732 0.34400423 1.        ]
544;[1297 1298 1257 1258 1261 1262  544];"[0.38571809 0.45108587 0.31092337 0.31470059 0.32297373 0.36009977
 1.        ]"
604;[604];[1.]
1205;[1205 1206 1219  518];[1.         0.42836847 0.32985313 0.30159099]
1206;[1205 1206 1219];[0.42836847 1.         0.36862826]
1219;[1205 1206 1219];[0.32985313 0.36862826 1.        ]
1202;[1202  517];[1.         0.40931063]
581;[581 582 583];[1. 1. 1.]
582;[581 582 583];[1. 1. 1.]
583;[581 582 583];[1. 1. 1.]
1136;[1136 1060  909];[1.         0.44656183 0.30388395]
1059;[1059  844];[1.         0.49819646]
1060;[1136 1060];[0.44656183 1.        ]
1061;[1061  910  843  845  846  848  849];"[1.         0.37457952 0.51164643 0.53231544 0.6849412  0.41694968
 0.41694968]"
965;[965];[1.]
966;[966 909];[1.         0.71951549]
1004;[1004];[1.]
1005;[1005];[1.]
909;[1136  966  909];[0.30388395 0.71951549 1.        ]
910;[1061  910  843  846];[0.37457952 1.         0.44196895 0.36867881]
843;[1061  910  843  845  846  848  849];"[0.51164643 0.44196895 1.         0.40722416 0.56674048 0.34686461
 0.34686461]"
844;[1059  844];[0.49819646 1.        ]
845;[1061  843  845  846  848  849];[0.53231544 0.40722416 1.         0.56111942 0.56788473 0.56788473]
846;[1061  910  843  845  846  848  849];"[0.6849412  0.36867881 0.56674048 0.56111942 1.         0.4194098
 0.4194098 ]"
847;[847];[1.]
848;[1061  843  845  846  848  849];[0.41694968 0.34686461 0.56788473 0.4194098  1.         1.        ]
849;[1061  843  845  846  848  849];[0.41694968 0.34686461 0.56788473 0.4194098  1.         1.        ]
1003;[1003];[1.]
461;[461 462 463 465 466 116 117 118 122 124 579];"[1.         0.54314246 0.38782789 0.3766832  0.36260035 0.38752791
 0.5031513  0.5031513  0.31450551 1.         0.3388827 ]"
462;[461 462 463 465 466 116 117 118 122 124 579];"[0.54314246 1.         0.40924038 0.39602498 0.3836625  0.40468538
 0.53817264 0.53817264 0.40725397 0.54314246 0.43421117]"
463;[461 462 463 465 466 116 117 118 122 124 579];"[0.38782789 0.40924038 1.         0.50295713 0.5606003  0.47082521
 0.35783998 0.35783998 0.41157788 0.38782789 0.43651314]"
464;[464];[1.]
465;[461 462 463 465 466 116 117 118 122 124 579];"[0.3766832  0.39602498 0.50295713 1.         0.50137501 0.43487915
 0.35890863 0.35890863 0.39164617 0.3766832  0.41478773]"
466;[461 462 463 465 466 116 117 118 122 124 579];"[0.36260035 0.3836625  0.5606003  0.50137501 1.         0.41438028
 0.35065046 0.35065046 0.4028751  0.36260035 0.42635272]"
30;[30];[1.]
116;[461 462 463 465 466 116 117 118 122 124 579];"[0.38752791 0.40468538 0.47082521 0.43487915 0.41438028 1.
 0.38468122 0.38468122 0.36805527 0.38752791 0.39277952]"
117;[461 462 463 465 466 116 117 118 122 124 579];"[0.5031513  0.53817264 0.35783998 0.35890863 0.35065046 0.38468122
 1.         1.         0.30750372 0.5031513  0.33083504]"
118;[461 462 463 465 466 116 117 118 122 124 579];"[0.5031513  0.53817264 0.35783998 0.35890863 0.35065046 0.38468122
 1.         1.         0.30750372 0.5031513  0.33083504]"
122;[461 462 463 465 466 116 117 118 122 124 579];"[0.31450551 0.40725397 0.41157788 0.39164617 0.4028751  0.36805527
 0.30750372 0.30750372 1.         0.31450551 0.96870261]"
124;[461 462 463 465 466 116 117 118 122 124 579];"[1.         0.54314246 0.38782789 0.3766832  0.36260035 0.38752791
 0.5031513  0.5031513  0.31450551 1.         0.3388827 ]"
579;[461 462 463 465 466 116 117 118 122 124 579];"[0.3388827  0.43421117 0.43651314 0.41478773 0.42635272 0.39277952
 0.33083504 0.33083504 0.96870261 0.3388827  1.        ]"
1275;[1275];[1.]
1276;[1276];[1.]
1198;[1198];[1.]
246;[246];[1.]
523;[523 527];[1.         0.32831373]
527;[523 527 518];[0.32831373 1.         0.35302272]
518;[1205  527  518];[0.30159099 0.35302272 1.        ]
573;[573];[1.]
356;[356];[1.]
1242;[1242];[1.]
259;[259 260 262];[1.         0.97096434 0.41821679]
260;[259 260 262];[0.97096434 1.         0.41763823]
262;[259 260 262];[0.41821679 0.41763823 1.        ]
1296;[1296];[1.]
1286;[1286];[1.]
1237;[1237 1238];[1. 1.]
1238;[1237 1238];[1. 1.]
1109;[1109 1110];[1.         0.39800491]
1110;[1109 1110];[0.39800491 1.        ]
1179;[1179];[1.]
33;[33];[1.]
191;[191];[1.]
625;[625];[1.]
569;[569];[1.]
570;[570];[1.]
55;[55];[1.]
115;[115 140 243];[1.         0.31137248 0.43817581]
106;[106];[1.]
140;[115 140];[0.31137248 1.        ]
243;[115 243];[0.43817581 1.        ]
704;[704];[1.]
995;[995];[1.]
575;[575];[1.]
576;[576];[1.]
497;[497];[1.]
622;[622];[1.]
1195;[1195];[1.]
1197;[1197];[1.]
517;[1202  517  514  515];[0.40931063 1.         0.38539844 0.33281238]
514;[517 514 515];[0.38539844 1.         0.39266776]
515;[517 514 515];[0.33281238 0.39266776 1.        ]
549;[549];[1.]
556;[556 560 561 562 563];[1.         0.49186316 0.48685637 0.48735318 0.5509648 ]
557;[557];[1.]
559;[559];[1.]
560;[556 560 561 562 563];[0.49186316 1.         0.50006164 0.50436841 0.55845352]
561;[556 560 561 562 563];[0.48685637 0.50006164 1.         0.85887327 0.52060081]
562;[556 560 561 562 563];[0.48735318 0.50436841 0.85887327 1.         0.51270454]
563;[556 560 561 562 563];[0.5509648  0.55845352 0.52060081 0.51270454 1.        ]
662;[662];[1.]
307;[307 308 458];[1.         0.56114992 0.40661037]
308;[307 308 458];[0.56114992 1.         0.30921027]
458;[307 308 458];[0.40661037 0.30921027 1.        ]
459;[459];[1.]
257;[257 258];[1.         0.67934629]
258;[257 258];[0.67934629 1.        ]
317;[317 318];[1.         0.41984864]
318;[317 318];[0.41984864 1.        ]
319;[319 511];[1.         0.31072294]
320;[320 511];[1.         0.34642727]
420;[420];[1.]
511;[319 320 511];[0.31072294 0.34642727 1.        ]
717;[717];[1.]
718;[718];[1.]
1021;[1021];[1.]
1013;[1013 1015  700];[1.         0.46893742 0.30992831]
1014;[1014];[1.]
1015;[1013 1015  700];[0.46893742 1.         0.31286865]
694;[694 695 696 698 700];[1.         0.4357423  0.64020249 0.61775543 0.71529153]
695;[694 695 696 698 700];[0.4357423  1.         0.43110437 0.37646231 0.44228645]
696;[694 695 696 698 700];[0.64020249 0.43110437 1.         0.6721749  0.74718476]
697;[697 699];[1.         0.51848986]
698;[694 695 696 698 700];[0.61775543 0.37646231 0.6721749  1.         0.68902219]
699;[697 699];[0.51848986 1.        ]
700;[1013 1015  694  695  696  698  700];"[0.30992831 0.31286865 0.71529153 0.44228645 0.74718476 0.68902219
 1.        ]"
1313;[1321 1332 1335 1371 1314 1372 1313 1328 1330 1319 1318];"[0.56330057 0.54003199 0.55954212 0.4842115  0.82334722 0.37677457
 1.         0.96970414 0.97706977 0.85465564 0.89990441]"
1328;[1321 1332 1335 1371 1314 1372 1313 1328 1330 1319 1318];"[0.56213069 0.53911773 0.55859483 0.47777116 0.8013959  0.37949118
 0.96970414 1.         0.99228054 0.83105792 0.87251197]"
1330;[1321 1332 1335 1371 1314 1372 1313 1328 1330 1319 1318];"[0.56867623 0.54533617 0.56503794 0.48800378 0.80888299 0.38571407
 0.97706977 0.99228054 1.         0.83894797 0.88119057]"
1319;[1321 1332 1335 1371 1314 1372 1313 1328 1330 1319 1318];"[0.56770685 0.5443883  0.56405582 0.53209666 0.83321645 0.35362843
 0.85465564 0.83105792 0.83894797 1.         0.8773986 ]"
1318;[1321 1332 1335 1371 1314 1372 1313 1328 1330 1319 1318];"[0.59984378 0.57537186 0.59615874 0.52801992 0.85291616 0.37460643
 0.89990441 0.87251197 0.88119057 0.8773986  1.        ]"
